450905-0,0B943B-0,7085CA-0,2AD75E-0,1A9B20-0,BAAF62-0,75A2B6-0,DF309F-0,0BF51C-0,B85D75-0,180E1A-0,82CCF5-0,3F05F3-0,40067F-0,0E1F8E-0,E9CFE0,F8FF1A,56E219,77DA77,22CBD6,4F2EAD,062CD8
chr3:113557651-113557660,27,25,22,23,63,19,60,68,9,16,66,25,21,19,37,92,5,13,23,20,30,25
chr3:113775451-113775460,106,88,66,40,175,62,186,154,29,66,190,66,64,87,115,222,36,66,73,74,122,52
chr3:113775501-113775510,83,83,66,33,153,53,140,133,33,51,172,54,45,71,102,194,28,55,63,60,101,49
chr3:115538801-115538810,17,14,16,8,41,23,30,31,6,10,54,13,22,19,33,51,3,12,16,19,19,12
chr3:119182551-119182560,106,63,52,27,155,64,147,118,29,46,167,55,60,63,85,179,22,43,60,50,84,28
chr3:119182601-119182610,103,56,45,28,139,59,141,126,27,40,148,44,54,53,81,179,23,40,61,52,81,25
chr3:119187751-119187760,37,37,26,9,87,23,82,70,13,23,88,27,42,22,54,113,9,17,23,33,60,19
chr3:119187801-119187810,46,42,28,22,98,33,102,92,18,29,110,34,46,37,68,132,10,24,31,29,63,18
chr3:119187851-119187860,34,34,25,15,97,25,81,85,11,30,77,25,41,34,55,121,10,22,26,23,50,17
chr3:119217251-119217260,61,51,29,23,134,34,141,102,22,35,121,46,37,43,80,190,26,30,48,44,82,34
chr3:119217301-119217310,70,59,47,36,175,50,173,141,40,54,183,58,58,49,96,255,30,37,53,60,107,47
chr3:119217351-119217360,84,61,48,35,159,52,157,138,37,55,174,51,55,47,87,247,25,39,49,57,94,43
chr3:119217401-119217410,67,48,42,26,171,39,138,143,32,58,141,40,55,41,86,227,20,32,30,54,68,33
chr3:119396251-119396260,60,43,38,20,101,48,117,98,23,43,144,41,38,46,60,144,19,30,41,34,67,25
chr3:119421851-119421860,62,22,30,11,47,18,46,34,9,23,49,18,23,30,35,58,9,22,21,26,33,21
chr3:120068201-120068210,92,60,48,42,174,58,180,163,25,71,165,47,62,46,119,254,25,55,53,34,71,35
chr3:120136201-120136210,43,26,19,13,62,27,65,52,11,23,78,26,27,31,48,76,9,19,34,28,39,26
chr3:120136251-120136260,36,26,26,12,62,25,71,54,12,26,88,32,30,41,59,103,11,15,38,26,41,21
chr3:120277901-120277910,58,33,28,25,106,34,99,84,14,29,120,43,43,45,69,121,13,20,41,36,61,15
chr3:120315051-120315060,59,63,44,33,173,52,131,129,21,50,119,39,58,51,87,206,21,28,44,65,79,32
chr3:120315101-120315110,74,64,60,36,164,54,149,139,32,43,136,48,61,60,100,209,27,41,55,68,84,49
chr3:120315151-120315160,83,74,52,40,174,57,154,154,35,46,134,53,60,63,95,214,28,44,55,64,87,50
chr3:120461401-120461410,123,95,56,55,243,75,238,204,40,75,259,65,68,109,149,336,33,58,81,62,122,64
chr3:120461451-120461460,132,97,75,57,265,91,235,227,47,83,291,94,79,119,172,367,41,65,99,77,146,69
chr3:120461501-120461510,130,89,78,46,233,72,199,210,46,70,259,84,65,111,139,319,42,48,77,79,124,52
chr3:120514051-120514060,20,15,10,6,35,12,32,27,5,11,29,17,11,8,29,21,8,9,15,7,23,8
chr3:120514101-120514110,18,17,8,6,37,11,31,27,5,12,33,13,17,6,24,18,6,6,15,9,25,12
chr3:121064701-121064710,3,10,6,2,9,0,7,4,2,3,8,6,6,3,2,5,3,3,10,11,11,4
chr3:121151151-121151160,20,13,12,5,66,18,53,70,8,14,45,12,12,15,32,68,5,10,9,9,12,4
chr3:121264901-121264910,58,44,30,21,113,31,83,99,20,40,114,28,31,43,62,144,18,27,36,37,61,25
chr3:121468651-121468660,104,73,56,37,200,62,187,221,29,78,203,73,59,92,118,275,29,58,67,64,113,46
chr3:121468701-121468710,88,72,53,31,183,56,178,177,28,62,231,61,58,83,132,265,24,47,80,62,116,40
chr3:121468751-121468760,85,62,52,21,175,60,193,196,32,65,219,64,61,69,137,276,24,43,80,64,129,44
chr3:121553951-121553960,91,94,71,38,190,76,216,199,32,51,251,77,89,80,121,317,33,59,74,53,127,43
chr3:121554001-121554010,101,93,63,33,195,75,213,197,29,57,240,86,88,62,129,330,39,58,73,59,110,43
chr3:122134951-122134960,64,44,29,25,117,51,99,98,26,42,132,45,33,26,81,128,28,23,44,37,56,30
chr3:122135001-122135010,77,42,33,21,122,53,119,113,27,43,125,43,39,38,83,148,29,27,42,42,52,30
chr3:122135051-122135060,78,34,35,20,129,48,114,113,26,42,127,39,38,31,80,151,27,28,41,38,47,23
chr3:122233751-122233760,64,43,31,20,109,39,112,101,20,43,114,41,46,46,68,150,21,40,45,29,55,22
chr3:122283151-122283160,53,24,30,13,85,20,87,64,15,14,64,27,29,30,41,100,11,25,19,21,36,14
chr3:122283201-122283210,59,25,24,15,83,26,85,76,19,19,75,28,31,29,40,113,17,26,17,23,35,20
chr3:122920651-122920660,51,62,37,33,128,47,134,156,25,54,169,47,44,55,84,199,24,30,53,53,80,26
chr3:124449301-124449310,36,15,18,13,48,15,53,70,10,14,61,25,17,15,44,66,9,14,18,17,26,13
chr3:125239001-125239010,50,38,14,13,78,26,80,34,13,22,62,16,28,24,41,84,10,24,25,20,53,18
chr3:125239101-125239110,42,34,24,12,73,27,75,40,13,19,73,16,25,20,50,100,8,21,33,26,48,19
chr3:125314451-125314460,117,64,39,35,114,41,110,81,22,45,132,43,54,72,82,198,28,67,41,49,82,41
chr3:125314501-125314510,121,52,40,39,117,43,116,84,22,44,127,44,54,71,77,201,30,71,46,43,87,45
chr3:125635301-125635310,105,65,56,15,71,47,86,78,23,43,139,65,42,66,68,111,37,38,59,77,104,49
chr3:126423001-126423010,63,69,29,25,104,30,109,96,17,39,100,47,50,32,60,157,23,40,46,48,57,28
chr3:126423051-126423060,53,54,28,26,103,26,103,94,22,39,108,41,48,30,58,146,23,37,41,38,57,28
chr3:127317101-127317110,35,33,30,17,57,24,69,61,15,21,60,29,32,26,24,101,15,34,31,31,61,31
chr3:127317151-127317160,45,43,32,24,64,30,72,70,12,26,72,27,42,26,52,91,13,32,38,39,66,33
chr3:127771151-127771160,68,55,43,25,77,43,103,80,20,34,121,40,44,46,66,134,25,36,42,50,73,28
chr3:127842751-127842760,81,63,33,21,100,40,96,80,16,26,135,37,63,44,69,145,21,42,64,57,84,39
chr3:127842801-127842810,75,65,40,19,90,31,100,74,16,38,135,36,50,38,63,141,24,40,54,62,78,43
chr3:127842851-127842860,68,64,38,19,87,21,94,69,15,39,127,45,36,41,60,118,18,41,37,58,70,38
chr3:128369701-128369710,50,44,34,16,74,35,56,51,19,34,98,44,37,41,50,75,13,31,33,38,56,22
chr3:128369751-128369760,58,36,34,19,63,33,59,49,21,30,116,32,37,34,52,70,20,20,50,40,62,31
chr3:128399701-128399710,75,48,30,25,66,55,70,59,12,35,93,34,43,38,50,80,15,49,32,44,61,18
chr3:128399751-128399760,85,55,33,15,78,61,71,60,19,33,90,33,37,36,52,83,12,47,30,34,50,12
chr3:128444901-128444910,52,39,30,19,61,23,57,56,12,35,97,41,24,34,46,72,16,35,54,55,56,35
chr3:128444951-128444960,58,46,25,15,63,31,58,60,10,31,97,40,31,30,39,70,12,36,43,44,55,29
chr3:128746051-128746060,41,46,39,22,74,45,77,63,25,36,111,40,39,36,54,105,13,24,40,42,66,28
chr3:128902751-128902760,78,66,40,20,85,40,94,67,15,35,117,40,48,43,62,102,22,46,47,39,69,31
chr3:128902801-128902810,64,68,39,21,85,46,108,76,15,32,129,49,38,44,61,104,30,36,50,42,75,29
chr3:128902851-128902860,83,56,42,19,87,43,91,63,12,28,128,46,38,44,56,105,28,40,48,44,81,34
chr3:128952601-128952610,34,13,15,10,26,20,29,17,9,10,21,18,16,17,28,21,5,21,13,24,20,6
chr3:128964751-128964760,17,14,14,7,17,10,25,15,10,13,27,17,18,12,18,24,6,10,10,11,19,10
chr3:128997701-128997710,57,46,39,14,64,42,81,57,17,37,102,38,34,39,46,92,20,31,46,46,58,33
chr3:129158951-129158960,138,99,69,26,128,76,175,114,29,73,217,78,69,78,103,172,25,70,77,95,124,48
chr3:129830401-129830410,78,56,69,26,48,45,55,41,25,41,153,50,44,62,41,72,30,40,67,67,108,51
chr3:129830451-129830460,104,85,64,25,65,55,75,36,27,37,169,68,37,76,43,65,35,47,61,80,124,64
chr3:129830501-129830510,91,59,51,20,45,42,41,30,21,35,129,47,15,55,24,42,20,43,58,68,82,35
chr3:130745601-130745610,77,45,32,27,143,53,153,135,29,37,129,46,44,59,90,192,19,20,29,28,65,25
chr3:130745651-130745660,92,60,41,30,141,45,161,161,25,43,144,57,52,62,109,213,18,31,51,39,69,24
chr3:130745701-130745710,91,63,38,28,132,39,174,141,20,45,150,54,54,61,109,204,18,30,56,47,86,35
chr3:131100451-131100460,164,118,83,47,177,58,190,154,36,87,225,93,81,112,134,300,34,72,96,92,139,74
chr3:131100501-131100510,160,105,74,51,186,73,190,143,35,91,203,87,94,108,150,310,40,78,95,91,129,61
chr3:131100551-131100560,142,96,78,48,186,77,165,145,39,84,187,67,90,99,148,291,48,80,92,91,141,64
chr3:131221801-131221810,53,35,29,16,53,27,76,57,15,27,60,28,27,21,45,109,6,12,25,17,46,15
chr3:132136351-132136360,115,63,43,46,150,51,182,152,32,63,147,41,62,58,95,215,34,49,51,71,100,46
chr3:132503551-132503560,14,6,17,5,9,4,11,9,7,4,18,11,6,5,5,9,3,1,26,27,17,24
chr3:133380801-133380810,23,28,16,3,49,17,52,62,10,15,56,13,23,19,39,69,9,12,14,19,21,12
chr3:133380851-133380860,29,27,14,8,49,15,59,59,13,16,51,7,22,21,39,73,9,14,9,25,24,13
chr3:133524601-133524610,64,50,42,31,135,43,124,107,26,31,111,39,51,52,89,189,16,35,57,42,70,28
chr3:133524651-133524660,70,48,41,25,142,44,127,117,28,32,120,42,50,56,100,191,16,43,51,35,70,25
chr3:135969251-135969260,85,44,42,27,115,46,142,89,25,44,132,41,47,51,84,153,20,49,41,27,52,25
chr3:135969351-135969360,87,45,42,27,108,48,140,90,21,46,119,41,48,55,84,152,20,51,40,24,50,23
chr3:135969401-135969410,87,48,45,36,117,49,144,111,23,51,130,44,51,59,90,172,21,51,51,31,62,23
chr3:135969451-135969460,77,54,38,38,123,40,149,119,20,47,148,53,46,67,88,166,22,47,59,34,65,28
chr3:136580901-136580910,107,93,57,29,221,80,213,186,37,61,213,74,63,88,144,311,31,54,86,83,124,40
chr3:136580951-136580960,117,95,72,39,216,70,224,194,44,67,216,68,78,110,141,343,34,54,75,76,143,31
chr3:136581001-136581010,114,115,79,48,214,74,199,195,46,77,209,71,69,120,119,333,36,50,67,77,125,38
chr3:137906151-137906160,55,33,32,19,98,32,99,84,25,39,99,30,38,39,58,132,15,29,29,25,54,15
chr3:138500051-138500060,17,17,11,7,39,16,41,28,11,12,46,10,23,10,23,52,9,10,12,5,17,11
chr3:138500101-138500110,20,21,11,9,50,16,55,24,10,16,53,11,22,14,28,56,9,11,10,7,23,14
chr3:138553801-138553810,66,48,38,34,112,33,110,103,22,33,116,31,46,58,75,144,13,41,40,38,69,25
chr3:139062801-139062810,39,35,23,6,56,14,46,52,6,24,58,20,10,27,40,96,14,17,22,19,25,15
chr3:139062851-139062860,36,36,23,8,47,17,54,62,6,24,61,21,16,23,43,103,15,15,22,19,33,16
chr3:139396801-139396810,63,55,37,20,115,33,103,96,22,35,110,36,50,52,72,167,14,34,39,45,60,31
chr3:139396851-139396860,74,61,48,31,93,35,86,67,20,39,139,46,49,56,57,141,16,43,45,53,79,36
chr3:140660601-140660610,66,75,38,22,107,58,118,112,24,53,130,48,54,43,86,196,32,42,51,61,86,35
chr3:140660651-140660660,67,71,34,16,115,47,128,99,27,53,145,54,47,51,77,190,31,39,51,54,93,39
chr3:140911301-140911310,25,22,16,12,50,23,52,50,6,17,61,22,24,24,48,60,9,7,21,23,32,12
chr3:140950551-140950560,78,58,46,27,135,49,130,134,34,41,119,38,54,73,91,206,23,59,51,52,79,39
chr3:141030651-141030660,62,40,38,23,110,32,98,102,30,36,133,35,42,58,59,142,21,32,55,48,82,32
chr3:141030701-141030710,66,50,36,22,123,26,114,105,31,35,135,43,46,59,74,151,22,31,63,52,81,27
chr3:141089151-141089160,18,25,9,7,47,20,55,50,7,15,55,24,16,17,22,55,6,11,19,11,33,11
chr3:141089201-141089210,22,30,14,9,61,21,56,58,12,18,57,15,29,22,34,62,8,14,31,19,40,11
chr3:141089251-141089260,26,28,17,9,50,22,51,56,11,19,56,13,28,16,28,52,10,12,21,19,34,16
chr3:141160401-141160410,34,22,22,13,35,15,39,29,7,16,49,15,20,14,25,45,3,6,17,15,24,11
chr3:141179151-141179160,18,17,11,12,32,8,40,32,9,6,41,21,13,14,24,42,7,8,10,18,30,7
chr3:141217801-141217810,34,27,19,12,74,11,63,59,10,13,71,34,27,26,31,86,11,27,25,15,44,10
chr3:141217851-141217860,33,37,29,15,73,15,68,63,12,15,90,37,30,26,41,89,14,31,35,26,51,13
chr3:141272101-141272110,13,8,10,7,35,6,35,31,6,11,43,7,9,10,22,39,4,10,10,9,19,7
chr3:141457001-141457010,121,105,59,37,159,60,134,150,26,74,209,76,48,78,112,210,45,63,87,86,118,51
chr3:141457051-141457060,135,103,71,38,168,72,143,159,27,82,232,81,62,91,117,239,50,71,87,92,125,57
chr3:141868401-141868410,49,46,34,19,115,37,104,92,21,26,114,28,49,43,68,166,20,31,31,35,68,28
chr3:141944401-141944410,45,42,17,18,96,26,91,76,9,18,81,22,27,32,50,125,18,36,27,32,25,13
chr3:141944451-141944460,42,40,19,24,67,22,77,68,11,22,87,23,23,30,48,111,16,34,33,42,38,20
chr3:142166851-142166860,65,36,34,20,102,29,88,89,14,33,98,32,39,33,51,98,13,25,33,34,53,24
chr3:142166901-142166910,65,42,41,24,87,30,83,95,20,30,115,46,49,52,55,126,17,38,39,36,64,26
chr3:142297701-142297710,78,61,49,34,150,54,137,140,21,40,147,60,39,59,93,221,22,54,53,59,80,40
chr3:142297751-142297760,75,59,49,29,145,56,122,123,19,40,141,61,42,58,82,188,35,48,47,52,81,34
chr3:142315201-142315210,40,20,22,11,67,14,64,51,10,16,39,16,27,19,24,92,6,16,15,11,41,16
chr3:142315251-142315260,39,20,15,14,56,10,74,51,12,19,33,18,27,19,25,98,7,18,17,12,29,15
chr3:142442901-142442910,49,46,33,16,86,34,110,94,17,31,108,38,36,39,63,124,20,34,27,40,57,27
chr3:142720351-142720360,83,42,38,29,85,41,93,94,22,41,127,36,47,47,79,145,21,35,48,46,66,27
chr3:142720401-142720410,77,64,41,32,110,44,109,101,25,41,151,38,50,55,79,149,28,42,45,47,80,28
chr3:143393351-143393360,24,18,16,17,32,8,39,45,10,10,67,20,12,20,29,52,6,8,25,15,25,9
chr3:143567301-143567310,36,19,14,7,62,25,51,57,12,18,45,10,19,15,35,75,10,12,16,10,18,4
chr3:146187201-146187210,30,35,18,27,81,20,104,95,22,24,83,41,23,36,63,111,8,15,26,26,43,21
chr3:146187251-146187260,46,28,23,23,88,23,91,105,22,23,81,43,23,32,61,118,12,17,30,20,36,22
chr3:148804301-148804310,58,31,35,31,156,47,163,156,36,42,103,40,43,70,108,244,16,39,31,37,68,26
chr3:148804351-148804360,62,44,34,33,152,45,154,163,33,46,121,49,56,71,111,262,19,45,51,39,94,34
chr3:148804401-148804410,63,55,47,33,148,42,142,143,25,37,152,41,51,64,104,241,16,42,48,44,91,35
chr3:148847351-148847360,67,47,41,13,122,36,135,99,17,28,75,19,33,53,73,184,19,33,45,43,42,26
chr3:148847401-148847410,70,39,36,19,114,30,130,85,16,28,86,24,40,56,72,181,15,46,30,38,39,20
chr3:148991101-148991110,23,23,8,12,30,21,25,28,11,10,43,16,17,5,20,37,12,16,15,16,17,4
chr3:149470301-149470310,50,20,13,8,58,20,79,68,16,23,52,21,24,15,37,89,9,11,17,12,33,11
chr3:149530901-149530910,84,64,29,43,172,60,193,173,25,60,139,40,58,71,139,283,20,45,55,35,82,29
chr3:149530951-149530960,85,69,36,35,175,60,194,154,23,57,144,51,68,72,132,255,16,39,56,36,70,33
chr3:150102851-150102860,41,15,13,12,80,14,49,42,18,20,49,18,17,39,43,71,5,15,23,21,33,13
chr3:150264351-150264360,133,113,86,56,209,74,226,211,40,66,247,85,89,102,151,318,57,83,78,73,137,50
chr3:150264401-150264410,119,99,87,48,217,86,224,212,37,71,257,93,90,85,146,321,58,86,82,77,134,55
chr3:150321101-150321110,96,75,47,32,145,59,154,150,32,63,127,44,53,66,111,188,42,55,67,52,85,41
chr3:150421751-150421760,47,40,30,21,94,27,91,66,18,31,76,31,33,35,59,128,19,27,35,30,45,16
chr3:150920951-150920960,17,11,12,9,47,12,49,48,4,5,54,16,9,10,25,68,3,8,9,12,19,4
chr3:150983851-150983860,18,21,13,9,30,9,37,18,3,14,34,19,18,25,24,23,8,14,13,14,26,9
chr3:152761001-152761010,14,15,11,11,40,8,25,29,5,11,22,9,11,8,21,38,6,7,11,19,11,7
chr3:152939651-152939660,64,50,31,18,101,25,114,60,12,32,99,46,25,24,70,171,20,28,35,32,58,31
chr3:152939701-152939710,74,46,31,18,107,29,111,86,16,31,96,47,31,30,70,180,24,31,37,40,57,37
chr3:152939751-152939760,77,41,34,17,103,29,118,85,17,30,84,49,30,35,70,188,26,39,43,37,71,29
chr3:152939801-152939810,76,44,40,16,98,25,111,76,18,24,78,45,31,26,57,191,19,33,41,36,60,26
chr3:154042201-154042210,77,45,24,25,136,40,122,137,15,46,127,40,71,58,84,196,24,29,45,21,55,17
chr3:154042251-154042260,77,54,25,29,136,40,142,128,17,41,158,45,69,51,83,203,21,33,55,29,56,27
chr3:154042301-154042310,82,61,32,26,157,48,152,123,18,39,182,66,64,56,80,226,23,37,57,39,71,23
chr3:155572351-155572360,147,96,76,44,216,71,221,190,44,77,241,77,92,102,144,302,41,59,77,83,138,42
chr3:155572401-155572410,157,105,84,43,229,74,240,199,49,85,276,87,99,109,160,310,41,72,82,77,149,47
chr3:155572451-155572460,143,104,81,41,222,75,238,195,54,95,255,76,87,100,141,279,36,82,93,79,155,54
chr3:155588351-155588360,162,92,84,50,205,115,262,210,50,99,235,90,81,126,178,367,46,93,95,104,156,79
chr3:156242601-156242610,20,12,7,8,30,8,34,30,4,13,45,9,10,21,24,76,5,4,7,13,17,8
chr3:156272951-156272960,92,58,56,32,196,63,178,165,37,59,195,67,76,76,114,268,23,49,65,64,99,42
chr3:156273001-156273010,110,91,67,32,213,67,190,169,36,67,225,77,86,79,138,276,28,51,71,90,117,59
chr3:156273051-156273060,93,88,63,37,194,65,170,170,39,61,218,78,67,76,124,242,17,45,62,78,105,57
chr3:156807001-156807010,62,41,23,31,166,46,164,139,27,48,143,42,55,60,115,224,17,32,35,31,73,27
chr3:156807051-156807060,61,31,24,26,159,40,139,132,24,48,126,40,47,56,106,211,20,34,26,31,71,24
chr3:156892851-156892860,120,91,77,30,149,59,175,158,32,77,206,84,63,70,128,251,34,48,84,77,123,48
chr3:156892901-156892910,114,71,72,25,139,67,157,149,33,62,205,72,60,73,121,243,32,54,73,76,122,47
chr3:156957051-156957060,13,15,9,6,34,14,24,38,9,11,27,11,13,7,23,37,3,12,7,5,18,4
chr3:157827901-157827910,51,46,26,13,113,19,89,72,19,28,96,18,33,25,59,115,23,31,27,30,46,13
chr3:157827951-157827960,49,39,18,14,97,21,91,72,18,28,71,19,29,24,52,120,20,30,19,31,37,13
chr3:157828051-157828060,49,38,18,23,94,21,95,65,15,25,67,20,30,23,55,122,19,31,24,29,32,9
chr3:158288951-158288960,35,18,19,2,41,13,43,31,9,16,39,14,30,35,32,59,9,16,9,22,22,15
chr3:158362201-158362210,55,28,23,20,89,20,101,71,16,25,82,28,44,30,48,137,18,24,29,29,41,22
chr3:158362251-158362260,48,35,28,24,94,30,112,86,30,36,95,32,34,34,57,183,26,23,33,34,57,24
chr3:158362301-158362310,47,30,22,25,92,29,112,74,22,35,87,26,33,32,52,178,20,20,35,24,49,22
chr3:158390451-158390460,40,19,29,17,94,17,91,81,10,32,52,20,23,35,51,140,11,27,28,20,40,21
chr3:158519751-158519760,68,42,29,27,82,34,98,87,26,40,57,22,51,42,75,181,8,41,38,33,49,35
chr3:158519801-158519810,82,50,36,33,76,57,119,97,32,36,74,28,55,56,88,193,12,39,35,42,78,42
chr3:160117101-160117110,74,65,57,24,120,52,121,133,20,40,176,46,63,57,85,204,20,40,47,48,93,40
chr3:160167601-160167610,83,81,46,40,122,60,147,142,33,40,154,58,57,67,108,217,25,47,41,55,82,38
chr3:160283401-160283410,155,77,76,63,222,69,211,214,41,82,234,98,79,107,128,325,40,78,83,79,125,43
chr3:160939051-160939060,48,37,29,22,96,31,106,111,20,36,89,36,34,41,69,149,21,28,32,33,47,18
chr3:160939101-160939110,50,34,32,22,112,33,105,116,24,42,93,33,40,41,68,160,21,33,27,24,47,20
chr3:162033251-162033260,18,22,41,3,12,9,20,22,8,2,56,35,7,11,6,15,1,3,63,86,68,68
chr3:165034401-165034410,9,10,13,4,1,3,2,3,4,3,9,7,7,2,4,4,1,2,9,12,15,4
chr3:165034451-165034460,10,14,13,5,1,4,2,4,4,4,10,7,8,2,5,5,1,2,9,12,16,4
chr3:165034501-165034510,11,14,14,5,2,5,2,4,4,4,10,7,8,2,5,6,1,2,9,12,16,4
chr3:165034551-165034560,11,14,14,5,2,5,2,5,3,4,10,7,7,2,5,6,1,2,9,12,16,4
chr3:165034601-165034610,9,13,14,5,2,4,1,4,3,3,10,7,7,2,5,5,1,2,9,12,15,4
chr3:165034651-165034660,9,12,14,4,1,4,1,2,3,3,9,7,6,1,4,5,1,2,7,11,15,4
chr3:165034701-165034710,9,10,13,3,1,4,1,0,3,3,8,6,5,1,4,5,1,2,6,10,14,4
chr3:167098051-167098060,33,25,25,20,90,34,97,55,23,21,71,18,32,32,57,135,10,16,16,13,38,9
chr3:167098101-167098110,37,30,31,20,83,37,108,67,25,25,85,29,28,37,61,145,9,18,21,20,39,20
chr3:167098151-167098160,45,35,30,16,59,41,88,64,26,22,98,35,32,40,57,133,6,19,24,23,47,24
chr3:169482851-169482860,69,40,34,19,115,33,140,106,20,51,133,37,40,49,76,166,15,22,36,36,72,27
chr3:169491151-169491160,83,45,45,33,144,43,124,120,25,59,152,51,69,68,91,228,19,38,42,46,72,35
chr3:169751401-169751410,11,12,8,10,40,10,34,45,5,10,42,14,13,7,24,50,4,7,11,6,23,7
chr3:170028151-170028160,17,9,9,5,18,9,20,15,4,7,17,9,9,10,20,28,7,8,13,14,16,4
chr3:170588001-170588010,64,54,38,26,110,51,122,111,20,38,116,35,43,49,71,175,29,32,43,42,66,23
chr3:170588051-170588060,64,50,35,26,100,42,119,113,20,34,117,37,48,43,66,178,27,29,42,36,63,28
chr3:171820501-171820510,15,13,6,2,40,6,48,37,3,9,35,8,13,14,23,49,4,6,17,11,15,9
chr3:171820551-171820560,13,13,8,6,46,9,42,44,5,13,37,7,10,9,21,48,6,7,14,12,24,9
chr3:172314101-172314110,25,13,10,13,35,8,40,31,8,10,41,14,12,10,23,42,2,10,16,11,23,8
chr3:172428951-172428960,61,41,24,19,85,16,73,71,15,19,55,34,45,33,49,128,15,34,20,34,57,26
chr3:172468351-172468360,97,67,59,38,176,48,164,168,31,72,204,72,66,67,126,227,24,47,73,60,109,37
chr3:172468401-172468410,109,72,58,36,212,66,189,181,35,78,238,83,72,75,138,259,33,52,83,79,132,42
chr3:172468451-172468460,122,83,69,38,219,84,208,192,39,71,236,72,83,89,159,290,38,59,83,84,138,47
chr3:176919601-176919610,24,18,15,4,70,16,64,50,5,17,57,25,14,18,39,89,6,12,17,15,25,4
chr3:176919651-176919660,23,14,18,6,68,15,61,51,10,17,65,25,16,15,43,87,8,15,15,21,23,7
chr3:178733451-178733460,19,23,12,8,36,15,41,38,8,12,59,16,12,20,22,47,7,4,12,17,30,11
chr3:178733501-178733510,20,18,17,11,43,16,41,32,4,16,60,17,11,21,20,42,6,9,11,18,26,12
chr3:178979251-178979260,42,29,14,12,71,18,66,63,17,19,61,21,22,24,39,72,9,16,26,15,28,14
chr3:179033951-179033960,16,20,8,15,46,12,61,50,11,12,54,19,16,21,36,82,9,10,12,10,25,11
chr3:179034001-179034010,21,18,15,9,57,8,60,56,13,12,65,17,16,26,42,84,6,11,13,14,27,11
chr3:179065451-179065460,69,38,39,21,115,64,149,137,23,37,124,46,61,57,113,218,27,44,46,40,69,38
chr3:179065501-179065510,61,25,20,21,107,55,131,100,23,34,93,29,44,43,98,191,24,33,39,30,45,23
chr3:179280651-179280660,120,90,62,65,206,75,208,190,37,81,162,79,67,101,121,299,46,70,77,80,124,54
chr3:179280701-179280710,136,86,63,52,224,60,231,179,46,94,170,68,76,112,136,330,40,74,76,76,111,60
chr3:179322501-179322510,63,47,43,32,112,44,123,122,32,46,132,44,52,35,86,171,11,40,52,57,71,23
chr3:179322551-179322560,63,51,37,30,118,37,130,140,34,41,156,45,63,52,84,190,13,39,55,53,79,36
chr3:180319901-180319910,85,71,47,19,148,44,164,158,26,34,145,49,67,72,120,252,15,54,48,50,83,40
chr3:180319951-180319960,93,79,38,25,173,53,171,164,25,34,152,46,62,74,110,261,20,57,47,39,87,36
chr3:180320001-180320010,89,77,29,31,177,53,172,165,27,51,144,49,49,88,103,265,23,56,48,40,66,34
chr3:180630151-180630160,81,66,42,38,144,55,128,144,21,44,145,63,57,52,88,183,30,49,37,49,72,33
chr3:180630201-180630210,100,67,55,44,152,66,170,183,34,58,203,58,69,72,112,237,46,64,48,52,84,33
chr3:180630251-180630260,93,61,49,48,130,56,152,171,33,61,185,52,61,67,102,219,43,58,45,42,71,23
chr3:180630301-180630310,99,52,45,43,125,59,151,163,31,54,177,53,58,69,92,213,41,56,49,44,79,26
chr3:180630351-180630360,90,56,42,38,122,59,137,145,32,54,186,56,56,65,80,202,37,51,49,46,68,24
chr3:180707501-180707510,61,60,41,30,118,42,114,98,9,36,138,35,44,44,87,176,17,27,44,36,68,19
chr3:180707551-180707560,70,75,46,31,120,44,123,92,15,40,151,57,47,46,82,177,19,32,42,49,92,31
chr3:180707601-180707610,87,76,52,39,141,51,129,117,23,51,165,74,50,62,96,190,21,45,58,59,92,39
chr3:182817351-182817360,77,46,51,28,138,43,127,115,16,50,154,54,59,51,61,156,24,40,70,43,76,48
chr3:182817401-182817410,57,52,49,21,131,40,130,111,16,44,154,52,52,57,61,165,25,44,58,48,82,48
chr3:182817451-182817460,49,45,43,26,89,35,103,100,15,32,115,42,44,40,55,145,23,39,54,45,71,45
chr3:183003801-183003810,33,26,29,11,48,17,31,32,18,16,57,16,17,14,35,47,6,9,19,14,32,11
chr3:183415601-183415610,57,28,19,12,51,22,54,53,8,28,59,17,19,21,25,62,10,23,17,24,27,11
chr3:183602701-183602710,50,35,27,17,65,21,61,63,14,21,81,35,31,24,48,96,14,33,29,35,55,23
chr3:183602751-183602760,40,34,19,14,68,21,61,56,15,21,63,29,20,27,50,80,13,30,35,41,42,27
chr3:183735751-183735760,59,34,25,29,77,29,67,70,12,20,68,24,23,26,30,92,15,31,23,28,44,18
chr3:183892501-183892510,45,66,39,23,96,36,87,71,32,41,136,54,41,48,72,119,13,41,60,73,95,41
chr3:183892551-183892560,52,65,42,26,94,42,98,90,32,52,136,61,41,36,71,126,13,44,64,68,90,42
chr3:183903851-183903860,87,74,36,28,80,47,61,61,23,43,134,37,54,44,48,85,25,52,61,55,105,40
